_id,LoopsGuide,Loop,TourNum,OrderNum,LoopTourName,LoopTourURL,TourLabel,SiteName,Neighbourhood,TourType,Duration,EntryType,Interests,DirectionsTransit,DirectionsCar,Description,Address,Latitude,Longitude,ExternalLink,ImageCredit,ImageCreditExternalLink,ImageAltText,ImageURL,ThumbURL,ImageOrientation,test1,test2,test3,ObjectId,geometry
2936,Etobicoke,2,1,2,Central Etobicoke: Where Art and Nature Meets,NA,NA,Richview Memorial Cemetery,Eringate,NA,NA,Insider Tip,History,NA,NA,"The historic Richview Memorial Cemetery, which can be accessed from Eglinton Avenue West where it crosses Highway 427, is now surrounded by highways. It was originally the cemetery of Richview Methodist Church circa 1850. When the highway interchange was built in 1954, the church was moved to a new location, but the cemetery remains. The earliest gravestone is dated 1846.",Eglinton Ave. W.,NA,NA,NA,NA,NA,NA,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/EtobicokePlaceholder.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/EtobicokePlaceholder.png,Portrait,http://torontoplaques.com/Graphics/Richview_Cemetery_Plaque.jpg,NA,NA,251,"c(-79.57503, 43.670252)"
2937,Etobicoke,2,1,3,Central Etobicoke: Where Art and Nature Meets,NA,NA,Applewood Shaver Homestead,Eringate,NA,NA,Destination,"History, Architecture",NA,NA,"Applewood was built in 1852 by Peter and Esther Shaver and remained in the Shaver family until 1980. It is the birthplace of James Shaver Woodsworth, the principal founder of the Co-operative Commonwealth Federation (CCF) political party, forerunner to today's New Democratic Party.The house is one of the very few examples of mid-19th century rural architecture remaining in the Toronto area. The brickwork in the front facade is laid in a pattern called Flemish Bond, which creates a strong structure but is expensive to build because it requires more bricks than other patterns. Contrasting yellow bricks were used in the quoins at the front corners, raised pilasters (a decorative column) defining the front door, the radiating arches over each window and a string-course of bricks laid in a star pattern under the eaves. All of the bricks were made on site. The house is symmetrical on all four sides including the windows, a common feature of this type of house. Once a farmhouse, it now stands as a memorial to the pioneers. Today, the Applewood Shaver House is used for events and concerts.",450 The West Mall,NA,NA,https://applewoodshaverhouse.ca/,NA,NA,"Red brick house with yellow decorative brick on the white trim windows, a white porch and gardens surrounding the building.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Applewood.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/Applewood.jpg,Landscape,NA,NA,NA,252,"c(-79.56877, 43.647987)"
2938,Etobicoke,2,1,4,Central Etobicoke: Where Art and Nature Meets,NA,NA,Etobicoke Civic Centre (ECC),Eringate,NA,NA,Destination,"Art, Community",NA,NA,"The Etobicoke Civic Centre opened in 1958. Before the amalgamation of Etobicoke into the City of Toronto, the building was the Etobicoke City Hall, housing the municipal government. The building now functions as a meeting place for the Etobicoke York Community Council and other committees as well as a number of municipal departments and services. The Etobicoke Civic Centre is currently in plans to be relocated to an area known as the Six Points, where Dundas Street, Bloor Street and Kipling Avenue meet and form an intersection with roads leading in six different directions. The new location will house municipal government offices, gallery space, a public library, recreation centre and a child care centre.",399 The West Mall,NA,NA,https://www.toronto.ca/data/parks/prd/facilities/complex/1062/index.html,NA,NA,"A low cement building with large windows, two flag poles stand along a round driveway to the front entrance.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/EtobicokeCivicCentre.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/EtobicokeCivicCentre.jpg,Landscape,NA,NA,NA,253,"c(-79.565591, 43.643858)"
2939,Etobicoke,2,1,5,Central Etobicoke: Where Art and Nature Meets,NA,NA,Etobicoke Civic Centre Art Gallery,Eringate,NA,NA,Destination,"Art, Community",NA,NA,"The Etobicoke Civic Centre Art Gallery was formed in 1976 by the Etobicoke City Council to support arts in the community. It is located along the hallway just inside the main entrance and specializes in juried art shows by local, provincial and national artist collectives and arts organizations. The Etobicoke Hall of Fame is permanently housed in the gallery. It recognizes leaders, war heroes, politicians, teachers, artists and other community leaders of Etobicoke.",399 The West Mall,NA,NA,https://www.toronto.ca/explore-enjoy/history-art-culture/cultural-centres-galleries/etobicoke-civic-centre-art-gallery/,NA,NA,NA,https://www.toronto.ca/wp-content/uploads/2017/08/9608-ECC-art-gallery.png,https://www.toronto.ca/wp-content/uploads/2017/08/9608-ECC-art-gallery.png,Landscape,NA,NA,NA,254,"c(-79.565358, 43.643579)"
2950,Etobicoke,2,2,0,Islington Village: History in Art,NA,E,Islington Village: History in Art,Village of Islington,"Walk, Bike, Drive",2 hours,Tour Description,"Art, History","Take the Line 2 subway to Kipling station, then take the 40 Junction-Dundas West bus one stop to Summerland Terrace. Your first destination is on the north side of Dundas Street West.","From the north or east, take Highway 401 and exit at Islington Avenue heading south. From the south, take the Gardiner Expressway and exit at Islington Avenue heading north. From the west, take Highway 427 south and exit at Burnhamthorpe Road heading east. From Islington or Burnhamthorpe, turn onto Dundas Street West and head southwest. The first destination is on the north side of the street.","Just a few years after the town of York, later renamed Toronto, was founded in 1793, the provincial government ordered the development of Dundas Street. Originally a foot path, the new street referred to as Dundas Highway was to be a military lifeline, allowing the movement of troops, supplies and communications over land in case threatening American forces took control of the lake routes. Dundas Street became a vein along which new farms and villages were nurtured and Islington was one of those villages. People came from the surrounding farmlands to retrieve and deliver mail, purchase food, clothing, and tools, and to share news and enjoy the social life in this small community. Today, Islington Village is incredibly rich in art and history. The walls of the local businesses have been transformed into an outdoor gallery celebrating art, history and the community.",5126 Dundas St. W.,NA,NA,NA,Illustration by Salini Perera,NA,An illustrated map of Dundas Street West from Michael Power Place to Islington Avenue with illustrations of buildings and wildlife,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Loop_2_Tour_2.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/Loop_2_Tour_2.jpg,Portrait,NA,NA,NA,265,"c(-79.533266, 43.644104)"
2951,Etobicoke,2,2,1,Islington Village: History in Art,NA,NA,The Old Swimming Hole (2009),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"The site that inspired this piece of art by John Kuna was located on Willow Dale Farm on Mimico Creek, originally at the site of a functioning sawmill frequented by village youth. The mill stood beside the creek in what is now Islington Golf Course, down below the intersection of Burnhamthorpe Road and Mattice Road. A challenge creating this piece was the lack of photographic evidence of the structure; it was assumed to be no more than two storeys tall and to employ a large water wheel. The mural is based on a note written by Mary Appleby, a real estate lawyer and local historian whose records, photos and stories about 20th-century Islington have been essential to informing what we know about the neighbourhood in that era. Many of Marys writings and photos have been donated to Montgomerys Inn.",5126 Dundas St. W.,NA,NA,NA,NA,NA,A painted mural of a scene with a wooden water wheel on a creek with bathers.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/OldSwimmingHole.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/OldSwimmingHole.jpg,Landscape,NA,NA,NA,266,"c(-79.533191, 43.644316)"
2952,Etobicoke,2,2,2,Islington Village: History in Art,NA,NA,Islington Village Murals: John Kuna,Village of Islington,NA,NA,Did you know?,"Art, Mural",NA,NA,"Toronto artist John Kuna painted over 20 of the murals on this tour. After graduating from the Ontario College of Art and Design, Kuna decided to dedicate himself professionally to mural painting. His work can be seen in other pockets of the city, in addition to many other public places and private collections in over 40 cities throughout Canada, the US and Europe.","Dundas St. W., west of Islington Ave.",NA,NA,https://www.villageofislington.com/mural-map/,NA,NA,NA,https://payload.cargocollective.com/1/18/579288/9407870/briarly_site_1500.jpg,https://payload.cargocollective.com/1/18/579288/9407870/briarly_site_1500.jpg,Landscape,NA,NA,NA,267,"c(-79.532682, 43.644504)"
2953,Etobicoke,2,2,3,Islington Village: History in Art,NA,NA,Toboggan Hill (2011),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"Toboggan Hill is one of three murals with the ""children at play"" theme by John Kuna. The inspiration for this mural came from a photo in the Islington archives of Montgomery's Inn. The children are enjoying the crisp winter weather while tobogganing down the hill from Dundas Street into the Mimico Creek valley, immediately west of Montgomery's Inn. The tandem sleigh featured was custom built for the Appleby Family.",5112 Dundas St. W.,NA,NA,NA,NA,NA,A painted mural based on a photograph of children tobogganing down a snowy hill next to a wood building and three children posing on a toboggan in the foreground.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/TobogganHill.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/TobogganHill.jpg,Portrait,NA,NA,NA,268,"c(-79.532852, 43.644667)"
2954,Etobicoke,2,2,4,Islington Village: History in Art,NA,NA,Riding the Radials (2007),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"This is another mural in the ""children at play"" mural trilogy. This mural illustrates what is now known as the streetcar, referred to as radial trains as early as 1917. The name originates from the system in which the transit lines were organized. The tracks began in the city's core and 'radiated' towards outlying villages and communities. The radial lines were the main transit system for many residents and facilitated the connection of the Village of Islington to Toronto. The location of the mural was chosen because the Guelph Radial Rail line ran behind this property. It was able to connect people from Lambton Mills all the way to Guelph. Artist John Kuna used the colour palette found in old postcards and turn-of-the-century paintings to inspire nostalgia.",5110 Dundas St. W.,NA,NA,NA,NA,NA,A painted mural of a red streetcar with a driver and two workers leaning out each side.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/RidingtheRadials.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/RidingtheRadials.jpg,Landscape,NA,NA,NA,269,"c(-79.532736, 43.644829)"
2955,Etobicoke,2,2,5,Islington Village: History in Art,NA,NA,Fishing in Mimico Creek (2012),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"This final mural in the ""children at play"" trilogy gives us a glimpse of youngsters fishing in Mimico Creek in 1920. Note the mural's many levels: the children playing above the water, the riverbank and under the water's surface. The plants and animals show how fertile the Mimico watershed was at the time. This mural is intended to educate residents and visitors about the watershed and to inspire the continued environmental restoration currently taking place.",5096 Dundas St. W.,NA,NA,NA,NA,NA,"A painted mural of a partially underwater scene with a snapping turtle and fish and frog, with three children fishing.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/FishinginMimicoCreek.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/FishinginMimicoCreek.jpg,Portrait,NA,NA,NA,270,"c(-79.53262, 43.644975)"
2956,Etobicoke,2,2,6,Islington Village: History in Art,NA,NA,Butterflies are Free (2018),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,Artist John Kuna uses patterns from the intricate and colourful wings of 11 local butterfly species in this intricate nature-inspired mural.,5090 Dundas St. W.,NA,NA,NA,Ann Brokelman,NA,A painted mural installed on the second story of a building patterned with various butterfly wings,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/ButterfliesAreFreeMural.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/ButterfliesAreFreeMural.jpg,Landscape,NA,NA,NA,271,"c(-79.532529, 43.645101)"
2957,Etobicoke,2,2,7,Islington Village: History in Art,NA,NA,Flight of the Passenger Pigeon (2018),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"The mural, painted by John Kuna, pays homage to the now extinct passenger pigeon. It depicts a pigeon in flight against an abstract background. It was designed so that as the viewer observes the mural from one end to the other, the bird appears to be fading, reflecting the extinction of the species.",5101 Dundas St. W.,NA,NA,NA,NA,NA,A colourful painted mural of passenger pigeons in various stages of flight against an abstracted background,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/FlightPassengerPigeonMural.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/FlightPassengerPigeonMural.jpg,Landscape,NA,NA,NA,272,"c(-79.532222, 43.644691)"
2958,Etobicoke,2,2,8,Islington Village: History in Art,NA,NA,Prodigy (2011),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"The arts are a vital component of any community and the Village of Islington celebrates its musical history in this mural.  The Royal Conservatory of Music (RCM) was founded in 1886 and opened a satellite branch at this location in the 1950s.  Artist John Kuna honours beloved musician Glenn Gould and teacher Antonio Alberto Garcia Guerrero in this mural. Gould reached very high levels of success and is often referred to as RCM's most celebrated former student. The concert hall is based on the conservatory's modern venue, Koerner Hall. The inspiring mural shows that one can grow to outstanding heights by nurturing and developing talent.",5048 Dundas St. W.,NA,NA,NA,NA,NA,"A mural of a boy, pianist Glenn Gould, playing piano for an auditorium of people.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Prodigy.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/Prodigy.jpg,Landscape,NA,NA,NA,273,"c(-79.53147, 43.646049)"
2959,Etobicoke,2,2,9,Islington Village: History in Art,NA,NA,MABELLEarts,Village of Islington,NA,NA,Destination,"Art, Community",NA,NA,"Since 2007, MABELLEarts, a community arts org-anization, has worked with over 70 professional artists and over 3,000 Etobicoke residents of all ages and backgrounds to provide free performances, workshops and community events in parks and public spaces. In 2015, MABELLEarts produced Mobile Mabelle, a Signature Project of the Cultural Hotspot. The project engaged local artists to travel to various public spaces in Etobicoke in a 1974 Sprite camper trailer to bring art-making, storytelling and story sharing to numerous communities.",5005 Dundas St. W.,NA,NA,http://www.mabellearts.ca/,NA,NA,NA,https://images.squarespace-cdn.com/content/v1/56df1b363c44d862080c0726/1474213504665-ZC81DO96BUKZCFZRQ2HK/ke17ZwdGBToddI8pDm48kKAwwdAfKsTlKsCcElEApLR7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UegTYNQkRo-Jk4EWsyBNhwKrKLo5CceA1-Tdpfgyxoog5ck0MD3_q0rY3jFJjjoLbQ/SUAST+%2834+of+45%29.jpg,https://images.squarespace-cdn.com/content/v1/56df1b363c44d862080c0726/1474213504665-ZC81DO96BUKZCFZRQ2HK/ke17ZwdGBToddI8pDm48kKAwwdAfKsTlKsCcElEApLR7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UegTYNQkRo-Jk4EWsyBNhwKrKLo5CceA1-Tdpfgyxoog5ck0MD3_q0rY3jFJjjoLbQ/SUAST+%2834+of+45%29.jpg,Landscape,NA,NA,NA,274,"c(-79.530597, 43.646346)"
2960,Etobicoke,2,2,10,Islington Village: History in Art,NA,NA,Mabelle Park and Mabelle Avenue,Village of Islington,NA,NA,Destination,"Art, Community",NA,NA,"Mabelle Park shows ongoing community artworks in a project led by MABELLEarts called A Park of Many Paths. The project brings artists and residents together to transform and animate the park. Mabelle Park is used as an outdoor kitchen, includes community gardens and holds performances and ceremonies. MABELLEarts artists have worked with over 2,000 residents of all ages to transform what was once a neglected thoroughfare in the heart of the neighbourhood into a vibrant art-park and community hub. Mabelle Avenue is also a great place to observe Islington Villages urban development. A number of residences on Mabelle Avenue were constructed by Toronto Community Housing in the late 1970s and say much about how planners wished to develop the land. There is green space located around the buildings; this type of development is called a Tower in a Park design concept, originally proposed by Le Corbusier, a French architect and urbanist who was highly influential in the mid-20th century. Today, this concept is considered isolating. Currently, designers work to bring the buildings close to the street, placing commercial shops on the ground level and surrounding towers with low-rise buildings such as town houses to increase access to amenities and combat isolation. This urban development along Mabelle Avenue brought thousands of new residents into a relatively small block of land. They helped transform Islington Village from a low-density suburban area into a high-density hub. It also provided affordable accommodation for many newcomers to the area.",49 Mabelle Ave.,NA,NA,NA,Ann Brokelman,NA,"A wooden bench engraved with ""I could talk to her forever"" and wooden block table along a park path",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/MabellePark.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/MabellePark.jpg,Landscape,NA,NA,NA,275,"c(-79.528267, 43.645515)"
2961,Etobicoke,2,2,12,Islington Village: History in Art,NA,NA,Ontario Gothic (2011),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"This mural is a local parody of the 1930s painting American Gothic by Grant Wood. Kuna's version, called Ontario Gothic, is based on a photo of the local Appleby family and their farmhouse circa 1890. Like the original subjects in Wood's painting, the Islington pair are brother and sister, William and Mabel Appleby.",4990 Dundas St. W.,NA,NA,NA,NA,NA,A painted mural on a brick wall of a man and woman wearing early 20th century clothing in front of a farmhouse. The man is holding a pitchfork.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/OntarioGothic.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/OntarioGothic.jpg,Landscape,NA,NA,NA,276,"c(-79.530706, 43.646873)"
2962,Etobicoke,2,2,11,Islington Village: History in Art,NA,NA,"Harold G. Shipp's ""First High Flier!"" (2008)",Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"This surprising scene is based on the true events of a Lancaster Bomber dropping cards onto the Etobicoke High School football field. Eighteen-year-old student Harold G. Shipp staged this event by convincing a pilot who ferried Lancaster bombers from Toronto to England during the war to take part in a fundraising stunt. The cards were dropped to be collected and then redeemed for prizes with the intention of raising money for new bleachers. Some versions of the story say the cards gave free admission to an upcoming school dance. The stunt veered off course when the wind blew the cards into the market gardens near Montgomery's Inn. Subsequently, the football players and supporters went running to chase the prized cards and in doing so destroyed the neighbouring farmer's cabbage. Shipp went on to be a successful Toronto developer and never lost his knack for coming up with imaginative promotional ideas.",4994 Dundas St. W.,NA,NA,NA,NA,NA,"Two panel painted mural, with the first panel of three gardeners and the second panel of a football game with an airplane dropping colourful flyers, which are scattered from the second panel, between the panels and on to the first panel.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/HaroldG.ShippsFirstHighFlier.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/HaroldG.ShippsFirstHighFlier.jpg,Landscape,NA,NA,NA,277,"c(-79.530921, 43.646693)"
2963,Etobicoke,2,4,23,Down the Humber River,NA,NA,Oculus Pavilion & Space Age Influence,Humber River,NA,NA,Destination,Architecture,NA,NA,"The Oculus Pavilion was designed in 1958 by architect Alan Crossley. The Modernist structure was inspired by the Space Age, with a large round concrete canopy with a hole in the middle. The upturned canopy gives the structure the appearance of a flying saucer. Projects are underway to restore the pavilion and create a welcoming community space for gathering and for educational and arts programming. More Space Age-influenced architecture can be seen at the Royal York Medical Arts Building at 1436 Royal York Rd. just north of Eglinton Avenue. Constructed by Jan Horatio Albards in mid-century expressionist style, the round structure features a unique design with exposed, slanted steel legs and a network of large screens around the exterior.",Humber Recreational Trail at South Humber Park,NA,NA,NA,"City of Toronto Archives, Fonds 220, File 35, File 76",NA,NA,https://spacing.ca/toronto/wp-content/uploads/sites/4/2016/07/20160718-HumberShelter-Interior-Alt.jpg,https://spacing.ca/toronto/wp-content/uploads/sites/4/2016/07/20160718-HumberShelter-Interior-Alt.jpg,Landscape,NA,NA,NA,278,"c(-79.48024, 43.636549)"
2964,Etobicoke,2,2,13,Islington Village: History in Art,NA,NA,Honouring Islington's Volunteer Fire Brigade (2007) (Mural),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,This mural by John Kuna honours the Islington Volunteer Fire Brigade who bravely fought fires and contributed to the community by building dams on Mimico Creek south of Dundas to create a skating rink during the winter time. Kuna's talent is demonstrated by his use of the building's boarded window - incorporating it into the painting as the serving window of the rink's side hut.,4988 Dundas St. W.,NA,NA,NA,NA,NA,"A painted mural of a 1940s fire truck on a skating rink, surrounded by ice skaters and a blue refreshment booth in the foregraound.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/HonouringIslingtonsVolunteerFireBrigade.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/HonouringIslingtonsVolunteerFireBrigade.jpg,Landscape,NA,NA,NA,279,"c(-79.530596, 43.647021)"
2965,Etobicoke,2,2,14,Islington Village: History in Art,NA,NA,"Mimico Creek, ca. 1920 (2008)",Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"Featured in this mural are Mimico Creek and Dundas Street. It was very common for artists to gather on the steps of Montgomerys Inn to take in the beautiful vista. Many pieces of art were inspired by these views, much like the one you see here that includes sumac, spruce and pine trees and the Appleby familys farmhouse on the right.",4986 Dundas St. W.,NA,NA,NA,NA,NA,"Painted mural of a rocky creek on a fall day, with a truss bridge spanning the creek, two artists painting canvases on one side and a family fishing on the other side of the creek.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/MimicoCreekMural.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/MimicoCreekMural.jpg,Landscape,NA,NA,NA,280,"c(-79.530531, 43.64715)"
2966,Etobicoke,2,2,15,Islington Village: History in Art,NA,NA,The Way We Were - Part II (2006),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"The Way We Were - Part II depicts Islington Village around 1912. Complementing the first mural in the series (see next stop), this painted scene features Dundas Street looking west. The streetscape includes the old Islington Hotel. You will also notice a group of workmen preparing to pave the road for the growing neighbourhood.",4984 Dundas St. W.,NA,NA,NA,NA,NA,A painted mural of a turn of the century streetscape populated with people at the Islington Hotel and workers on the road.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/TheWayWeWerePart2.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/TheWayWeWerePart2.jpg,Landscape,NA,NA,NA,281,"c(-79.530469, 43.647257)"
2967,Etobicoke,2,2,16,Islington Village: History in Art,NA,NA,The Way We Were - Part I Islington ca. 1912 (2005),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"A window into 1912 Dundas Street looking east, this mural is the first of two painted from Montgomerys Inns archival documents. The family shown on the left in this mural is that of Islington photographer Walter Moorhouse. The mural also depicts a historical shop on the left and the old Islington Methodist Church and manse on the right.",4972 Dundas St. W.,NA,NA,NA,NA,NA,"A painted mural of a streetscape with a man with a horse-drawn cart and two small children on the side of the road, all of whom are looking at the viewer.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/TheWayWeWerePart1.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/TheWayWeWerePart1.jpg,Landscape,NA,NA,NA,282,"c(-79.530238, 43.647418)"
2968,Etobicoke,2,2,17,Islington Village: History in Art,NA,NA,Ordinary Folk/Extraordinary Lives (2016),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"The six-panel mural is a window back in time, commemorating the many families of Islington who now rest in the Islington Burying Ground, which dates back to the 1840s.",4970 Dundas St. W.,NA,NA,NA,Ann Brokelman,NA,A colourful multipanel mural with portraits of local figures in front of their gravestones.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/OrdinaryFolkExtraordinaryLivesMural.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/OrdinaryFolkExtraordinaryLivesMural.jpg,Landscape,NA,NA,NA,283,"c(-79.530142, 43.647523)"
2969,Etobicoke,2,2,18,Islington Village: History in Art,NA,NA,Gordon's Dairy ca. 1940 (2008),Village of Islington,NA,NA,Destination,"Art, Mural",NA,NA,"This mural shows Gordons Dairy, a popular local landmark in the 1940s for youth visiting the storefront lunch counter and dairy bar. The owners were Islington residents Earle Gordon, daughter Grace who was the bookkeeper and three of his sons; Reid and Bud are seen in a suit on the left of the mural and Ken is seen in a suit on the right. They delivered milk in bottles door-to-door in their distinctive streamlined wagons.",4968 Dundas St. W.,NA,NA,NA,NA,NA,"Painted mural of people posing with a fleet of horse drawn buggies and a car labelled ""Gordon's Dairy"" in front of a yellow building with a sign reading Gordon's Dairy. A sin with lettering reading Islington Senior's Centre is layered on top of the mural.",https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/GordonsDairy.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/GordonsDairy.jpg,Landscape,NA,NA,NA,284,"c(-79.529995, 43.647596)"
2970,Etobicoke,2,2,19,Islington Village: History in Art,NA,NA,Islington Burying Grounds,Village of Islington,NA,NA,Did you know?,History,NA,NA,"The Ontario Genealogical Society dates the establishment of the Islington Burying Grounds to 1844 or before. The oldest gravestones date back to 1807, but stones were likely moved to the grounds after the cemetery was established. The cemetery is the final resting place of the many key community builders. In the back left corner are two tall monuments erected to the Montgomery family. The graves show the fragility of life at the time, when child mortality rates were much higher. More than 40 children under the age of five are buried here.",4956 Dundas St. W.,NA,NA,NA,NA,NA,NA,https://images.findagrave.com/photos/2006/257/CEM46775354_115837751314.jpg,https://images.findagrave.com/photos/2006/257/CEM46775354_115837751314.jpg,Landscape,NA,NA,NA,285,"c(-79.529868, 43.647898)"
2971,Etobicoke,2,2,24,Islington Village: History in Art,NA,NA,Etobicoke Township Hall,Village of Islington,NA,NA,Destination,"History, Architecture",NA,NA,"The building that now houses the Fox & Fiddle may not look very old, but beneath the new facade is one of the oldest  buildings in Islington - the village's first Methodist church, built around 1843. In 1887, the congregation moved and the land was sold to the Etobicoke Township. The building was used for council meetings, social gatherings as well as the village's first public library. In its conversion to a township hall, the church was bricked and shallow buttresses were added for support. After World War II, a second storey and a large neo-classical addition was put on the front. After the Town Council moved to the new civic centre in 1958, the building became the district police headquarters. A subsequent owner adapted the building into a restaurant. What remains of the original church are some wooden beams hidden deep inside the current building. However, inscriptions on the structure are still visible today: ""Etobicoke Municipal Offices"" can be found over the front door and ""Police"" can be found over the east door.",4946 Dundas St. W.,NA,NA,NA,Illustration by Salini Perera,NA,An illustration of a two-storey red brick building with a green roof and small clock tower and a dark railed starway in front.,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/EtobicokeTownshipHall.jpg,https://contrib0.wp.intra.dev-toronto.ca/ext/edc/cultural_loops/Etobicoke_Web_Photos/Thumbs/EtobicokeTownshipHall.jpg,Landscape,NA,NA,NA,286,"c(-79.529612, 43.648217)"
